replicate,stat
1,4.4799397852132365
2,-2.215168539325841
3,13.623971072071514
4,-5.504478862747533
5,4.726491402321685
6,-6.575830281209264
7,-13.95092494878639
8,-5.975625426780059
9,-2.2186883108821185
10,-17.37331615866907
11,-27.059895089701406
12,-2.9563318641753042
13,7.65946675771308
14,-23.94456204606121
15,-2.2082966043826424
16,1.8575423676205851
17,11.143202557576508
18,10.754854429201067
19,-10.33125892358309
20,-26.28688621267614
21,-13.635821590415294
22,6.672422248432554
23,-15.635722267055684
24,2.6783195729095546
25,14.924442858029673
26,6.488220870320941
27,13.744816562170216
28,14.172385002172698
29,8.445884288286049
30,-3.927285989198584
31,-4.435641566826
32,-17.066760816934632
33,9.272862995840836
34,2.387854615432367
35,18.095589422062197
36,10.779995654603017
37,-3.6565987957042623
38,10.002293748836056
39,-4.949695822211186
40,15.301226022720217
41,-26.039496554720962
42,2.591163324849461
43,1.410028555465889
44,-5.3635203923272705
45,6.097693835743993
46,8.388729902538952
47,7.516329381091314
48,10.002628965174747
49,4.9934912160903835
50,-4.9359519523247855
51,6.367375380222239
52,16.128204730275
53,12.056164256005957
54,-10.593900924948787
55,4.339484139301014
56,15.363911478055742
57,-10.700499720653053
58,9.408290396672665
59,0.05960953504252586
60,-9.167890620150228
61,0.6790893289465529
62,11.2144360295487
63,4.020190576696255
64,-24.34548078713762
65,11.859224657024022
66,-14.669628778943444
67,-14.420563039294802
68,-7.28347197218946
69,-3.194335464647093
70,13.794931404804768
71,-0.4685238065677595
72,-10.829725619219069
73,-7.129607672729527
74,10.57568129616984
75,6.749689614501211
76,15.82231982121795
77,9.446840275622321
78,8.6331026134459
79,11.88637718045813
80,12.801853001427773
81,-10.583006393941275
82,-6.867300887702523
83,-3.14774039356881
84,6.019085604320566
85,-10.971354522316716
86,-3.2075765100254507
87,-2.055437953938789
88,-12.216850828729282
89,1.3528741697187918
90,7.078536842758705
91,18.478909305357252
92,3.6142435905394485
93,14.398656030790242
94,-12.139583462660624
95,2.404112607858959
96,-3.097960767272955
97,8.166313861816377
98,8.423257185424294
99,-2.0447110311006256
100,11.178065056800545
101,-2.632010056490163
102,5.574923955552794
103,8.458957725495061
104,-2.0928145757030236
105,-7.564048047675211
106,9.945642187596995
107,-6.812493016326279
108,-7.843618474144886
109,6.441458191073309
110,-15.47967906139425
111,-19.84134645229375
112,12.294000248308397
113,-0.68524116953256
114,0.14492209323980276
115,4.81649698926066
116,-6.18563846297101
117,-7.157598237010369
118,16.108426966292136
119,-0.00592525917189235
120,0.011505990440127789
121,10.39868706934012
122,9.829992550748027
123,15.7425383326091
124,3.085942640759825
125,-1.2790769135266018
126,12.550775963746972
127,-1.3459525730957864
128,16.64041529579738
129,-2.3551213607300276
130,-1.5140635669501528
131,14.382900862871688
132,9.21554100192439
133,3.165891737538022
134,0.4032062822024933
135,-4.173669998137687
136,13.451334657644795
137,11.579821838723696
138,-5.81857657210255
139,-0.1985070457508229
140,-18.74937922900242
141,11.126776956980567
142,-8.301691600968404
143,-5.715329939785214
144,-14.443357750325902
145,12.375122602272018
146,1.3612545781861058
147,-4.8395772549506475
148,-14.444698615680672
149,-8.096874418027188
150,-29.429204171581098
151,-4.832034887330064
152,6.244853808430072
153,-3.0245483890992624
154,-7.927254950648706
155,2.4443385685020793
156,-4.046790613942516
157,-6.169212862375069
158,-18.84726239990068
159,-5.172614687441804
160,5.620345769445649
161,-11.83302812092619
162,-11.76732571854243
163,10.56763610404122
164,-16.295595629772176
165,-9.122636414426715
166,10.493720901359488
167,-12.265121981501025
168,15.970988267428146
169,-12.454854429201067
170,5.6339220311627045
171,11.25868458625613
172,-4.45927431870383
173,-2.896328139549322
174,-4.534865603079023
175,-2.188686448569122
176,1.3993016326277257
177,18.63327642932522
178,-9.49036873797256
179,7.1204388850952895
180,-13.0718201005649
181,0.5161741883419211
182,-2.5699950338320185
183,-21.70095909119126
184,17.03982556334968
185,-18.276388975107082
186,12.77134831460674
187,2.914814699857221
188,15.119538767148796
189,1.4515953814637754
190,-11.148013532807749
191,3.0768917996151224
192,11.600437643553292
193,-9.679765969333914
194,3.543177726736605
195,11.826876280340183
196,7.33665342355205
197,-5.352625861319758
198,-0.23286672046682
199,-5.243177726736608
200,-8.77384381401701
201,-9.178449934819042
202,-22.495254205723505
203,8.708693897821092
204,8.967313303122477
205,2.8568222732633934
206,6.758908063815255
207,10.6142311751195
208,3.2869048358060695
209,12.349981376870073
210,12.160081321000682
211,-18.8759233968589
212,0.45684089639332015
213,9.21604382643243
214,-7.316993606058723
215,10.225547830405361
216,13.701406046309517
217,-23.532078341299897
218,9.768815568936617
219,15.001877832267677
220,-3.2972468806257353
221,-3.988965795518034
222,9.81088521944255
223,5.564699857222671
224,-2.5170308523185803
225,-15.243519150785279
226,8.877140108014153
227,10.05374945682538
228,-7.343475696815442
229,-1.4014308771494193
230,8.17838165000931
231,-4.084167235706744
232,6.906570861009374
233,-16.88390030417779
234,0.34320255757651097
235,12.791126078589606
236,-0.6574182134210709
237,11.902635172884722
238,-4.995452852442735
239,14.425976162393692
240,0.8356353591160222
241,18.141011235955055
242,-18.55897634862499
243,-9.822735737786331
244,10.756027686386492
245,1.9985008380408473
246,8.547790055248615
247,11.309972686076105
248,-10.785644670680984
249,12.687209013594885
250,-9.092802160283071
251,7.903671860450679
252,12.855655223787943
253,13.221711465640325
254,4.560056490160779
255,10.555735924017629
256,4.093938171208642
257,5.573247873859334
258,-3.0243807809299135
259,16.515211993295672
260,-0.415056800546278
261,-1.3164535352908295
262,11.983589918679002
263,0.034468309640573125
264,13.827447389657955
265,-26.39650195542864
266,-6.31385871252095
267,9.935753305605562
268,-3.381889006145631
269,16.34827425662673
270,-22.660180644360292
271,-8.130731268235149
272,-0.34985722267055763
273,-0.7315010242721449
274,-6.85473027500155
275,-14.893888509528836
276,10.859777143211868
277,-20.391268855919055
278,4.329427649140232
279,6.7723167173629655
280,-11.842246570240238
281,1.9621298652926953
282,-21.450217269849155
283,2.886153702898998
284,0.8966447327580838
285,-12.687662176423117
286,-9.512157799987584
287,8.884347259296046
288,-1.7331274442858025
289,-22.75119188031535
290,8.697296542305544
291,17.474265938295364
292,1.3867310199267493
293,-9.490536346141909
294,10.158169346328137
295,9.39253522875411
296,-8.21420013656962
297,-21.711350797690727
298,-4.539391023651376
299,-14.222785399466137
300,3.759727481532064
301,-3.9371748711900203
302,6.47984046185362
303,-9.701052206840895
304,6.06316655285865
305,-21.411667390899492
306,7.599630641256439
307,15.193286361661183
308,-3.7576665218200986
309,-3.794540319076294
310,-8.154364020112979
311,-21.054494382022472
312,15.957914830219133
313,-2.642066546650941
314,-4.317477807436834
315,-12.003820845490097
316,-26.276159289837977
317,8.991784095847038
318,-14.236361661183189
319,-23.655773170277484
320,5.349993792290025
321,-18.688705071699047
322,-5.817570923086471
323,-5.88796635421193
324,-14.640129741138491
325,-18.95788379166925
326,-8.643109441926875
327,-14.764662610962812
328,-1.2365044385126325
329,-11.788444347880066
330,13.551396734744552
331,-24.216590104910296
332,2.892019988826121
333,12.967282264572598
